UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
8157,L55336,299.6,310.8,1644,30.9,114,0,0,0,0,0,0
8158,L55337,299.6,310.8,1498,46.9,116,0,0,0,0,0,0
8159,L55338,299.6,310.8,1400,40.8,118,0,0,0,0,0,0
8160,H37573,299.6,310.9,1679,31.2,120,0,0,0,0,0,0
8161,M23020,299.7,311.1,1618,30.3,125,0,0,0,0,0,0
8162,H37575,299.6,311.0,1714,30.2,128,0,0,0,0,0,0
8163,L55342,299.6,311.0,1574,35.0,133,0,0,0,0,0,0
8164,L55343,299.7,311.1,1574,36.4,135,0,0,0,0,0,0
8165,L55344,299.6,310.9,1472,40.9,137,0,0,0,0,0,0
8166,L55345,299.6,311.0,1552,33.2,139,0,0,0,0,0,0
8167,L55346,299.7,311.1,1603,31.4,141,0,0,0,0,0,0
8168,H37581,299.7,311.1,1353,47.1,143,0,0,0,0,0,0
8169,L55348,299.7,311.1,1690,30.6,148,0,0,0,0,0,0
8170,M23029,299.8,311.2,1745,26.3,150,0,0,0,0,0,0
8171,L55350,299.9,311.3,1522,45.7,153,0,0,0,0,0,0
8172,H37585,300.0,311.4,1641,34.5,155,0,0,0,0,0,0
8173,L55352,299.9,311.4,1596,28.9,160,0,0,0,0,0,0
8174,H37587,299.9,311.4,1497,37.0,162,0,0,0,0,0,0
8175,L55354,299.9,311.3,1371,52.3,167,0,0,0,0,0,0
8176,M23035,299.9,311.3,1445,41.2,169,0,0,0,0,0,0
8177,L55356,299.8,311.2,1564,40.0,172,0,0,0,0,0,0
8178,L55357,299.7,311.1,1439,44.9,174,0,0,0,0,0,0
8179,L55358,299.7,311.2,1352,52.1,176,0,0,0,0,0,0
8180,L55359,299.8,311.3,1560,35.4,178,0,0,0,0,0,0
8181,M23040,299.7,311.2,1616,42.3,180,0,0,0,0,0,0
8182,L55361,299.7,311.2,1835,23.7,183,0,0,0,0,0,0
8183,M23042,299.7,311.1,1649,32.7,185,0,0,0,0,0,0
8184,L55363,299.8,311.1,1452,47.3,188,0,0,0,0,0,0
8185,L55364,299.8,311.1,2144,17.7,190,0,0,0,0,0,0
8186,L55365,299.7,311.1,1554,41.0,192,0,0,0,0,0,0
8187,L55366,299.7,311.0,1827,25.4,194,0,0,0,0,0,0
8188,L55367,299.6,310.9,1448,46.3,196,0,0,0,0,0,0
8189,M23048,299.6,310.9,1530,38.8,198,0,0,0,0,0,0
8190,L55369,299.7,311.0,1983,21.0,201,0,0,0,0,0,0
8191,M23050,299.7,310.9,1620,37.2,203,0,0,0,0,0,0
8192,M23051,299.6,310.9,1630,29.8,206,0,0,0,0,0,0
8193,L55372,299.6,310.9,1229,65.2,209,1,0,0,0,1,0
8194,L55373,299.5,310.8,1873,22.3,211,0,0,0,0,0,0
8195,L55374,299.4,310.7,1426,45.7,213,0,0,0,0,0,0
8196,L55375,299.4,310.8,1376,53.9,215,1,0,0,0,1,0
8197,L55376,299.4,310.8,1622,33.6,217,0,0,0,0,0,0
8198,M23057,299.4,310.7,1492,45.7,219,0,0,0,0,0,0
8199,M23058,299.3,310.7,1374,48.9,222,0,0,0,0,0,0
8200,L55379,299.2,310.7,1737,27.0,225,1,1,0,0,0,0
8201,L55380,299.3,310.8,1426,42.4,0,0,0,0,0,0,0
8202,M23061,299.3,310.9,1826,25.1,2,0,0,0,0,0,0
8203,L55382,299.3,310.9,1669,32.4,5,0,0,0,0,0,0
8204,M23063,299.4,310.9,1473,40.1,7,0,0,0,0,0,0
8205,L55384,299.4,310.9,1751,27.8,10,0,0,0,0,0,0
8206,M23065,299.4,310.9,1446,47.3,12,0,0,0,0,0,0
8207,L55386,299.3,310.8,1483,43.5,15,0,0,0,0,0,0
8208,L55387,299.2,310.7,1535,42.6,17,0,0,0,0,0,0
8209,L55388,299.2,310.7,1477,44.0,19,0,0,0,0,0,0
8210,L55389,299.3,310.8,1391,46.9,21,0,0,0,0,0,0
8211,H37624,299.2,310.7,1636,29.4,23,0,0,0,0,0,0
8212,L55391,299.2,310.6,1675,33.3,28,0,0,0,0,0,0
8213,H37626,299.2,310.5,1329,48.9,30,0,0,0,0,0,0
8214,M23073,299.2,310.5,1548,33.5,35,0,0,0,0,0,0
8215,L55394,299.2,310.5,1391,45.8,38,0,0,0,0,0,0
8216,L55395,299.1,310.5,1437,43.1,40,0,0,0,0,0,0
8217,L55396,299.2,310.6,1370,61.9,42,0,0,0,0,0,0
8218,L55397,299.1,310.6,1577,37.1,44,0,0,0,0,0,0
8219,L55398,299.1,310.5,1485,37.8,46,0,0,0,0,0,0
8220,L55399,299.0,310.4,1504,34.3,48,0,0,0,0,0,0
8221,M23080,298.9,310.3,1551,35.2,50,0,0,0,0,0,0
8222,M23081,299.1,310.5,1428,43.0,53,0,0,0,0,0,0
8223,L55402,299.0,310.5,1755,27.9,56,0,0,0,0,0,0
8224,L55403,299.1,310.5,1329,54.9,58,0,0,0,0,0,0
8225,L55404,299.1,310.5,1496,35.2,60,0,0,0,0,0,0
8226,L55405,299.1,310.5,1532,36.6,62,0,0,0,0,0,0
8227,L55406,299.1,310.5,1389,61.4,64,0,0,0,0,0,0
8228,M23087,299.1,310.4,1524,51.4,66,0,0,0,0,0,0
8229,M23088,299.1,310.4,1422,49.3,69,0,0,0,0,0,0
8230,L55409,299.1,310.5,1739,27.4,72,0,0,0,0,0,0
8231,L55410,299.1,310.5,1736,26.9,74,0,0,0,0,0,0
8232,L55411,299.1,310.5,1419,48.8,76,0,0,0,0,0,0
8233,L55412,299.1,310.6,1326,49.7,78,0,0,0,0,0,0
8234,M23093,299.1,310.6,1449,43.2,80,0,0,0,0,0,0
8235,L55414,299.2,310.6,1534,39.7,83,0,0,0,0,0,0
8236,M23095,299.2,310.6,1443,50.9,85,0,0,0,0,0,0
8237,L55416,299.2,310.6,1498,41.1,88,0,0,0,0,0,0
8238,L55417,299.1,310.6,1796,26.0,90,0,0,0,0,0,0
8239,L55418,299.1,310.4,1519,45.3,92,0,0,0,0,0,0
8240,L55419,299.0,310.4,1339,49.6,94,0,0,0,0,0,0
8241,L55420,299.0,310.4,1483,41.5,96,0,0,0,0,0,0
8242,M23101,298.9,310.2,2099,20.0,98,0,0,0,0,0,0
8243,M23102,299.0,310.3,1689,29.7,101,0,0,0,0,0,0
8244,H37657,299.1,310.4,1369,54.5,104,0,0,0,0,0,0
8245,L55424,299.0,310.4,1512,38.8,109,0,0,0,0,0,0
8246,M23105,299.0,310.3,1303,68.6,111,1,0,0,1,0,0
8247,L55426,299.0,310.3,1552,39.9,114,0,0,0,0,0,0
8248,L55427,299.0,310.4,1713,28.0,116,0,0,0,0,0,0
8249,L55428,298.9,310.3,1456,44.1,118,0,0,0,0,0,0
8250,L55429,299.0,310.4,1524,39.8,120,0,0,0,0,0,0
8251,M23110,299.0,310.4,1394,45.2,122,0,0,0,0,0,0
8252,L55431,299.0,310.4,1981,21.2,125,0,0,0,0,0,0
8253,L55432,299.0,310.4,1565,36.1,127,0,0,0,0,0,0
8254,L55433,299.1,310.4,1657,31.0,129,0,0,0,0,0,0
8255,M23114,299.0,310.4,1625,37.1,131,0,0,0,0,0,0
8256,L55435,299.0,310.4,1606,31.1,134,0,0,0,0,0,0
8257,H37670,299.0,310.5,1336,56.8,136,0,0,0,0,0,0
8258,M23117,299.0,310.6,1587,34.2,141,0,0,0,0,0,0
8259,L55438,299.1,310.6,1602,39.7,144,0,0,0,0,0,0
8260,L55439,299.1,310.5,1471,38.4,146,0,0,0,0,0,0
8261,H37674,299.1,310.6,1332,48.0,148,0,0,0,0,0,0
8262,H37675,299.2,310.6,1434,48.4,153,0,0,0,0,0,0
8263,L55442,299.1,310.6,1921,23.9,158,0,0,0,0,0,0
8264,H37677,299.2,310.6,1704,30.6,160,0,0,0,0,0,0
8265,M23124,299.1,310.6,1397,49.5,165,0,0,0,0,0,0
8266,H37679,299.1,310.6,1791,28.0,168,0,0,0,0,0,0
8267,L55446,299.1,310.6,1818,24.1,173,0,0,0,0,0,0
8268,L55447,299.2,310.7,1540,36.3,175,0,0,0,0,0,0
8269,M23128,299.2,310.8,1502,39.8,177,0,0,0,0,0,0
8270,H37683,299.2,310.8,1761,30.4,180,0,0,0,0,0,0
8271,M23130,299.1,310.8,1517,38.4,185,0,0,0,0,0,0
8272,L55451,299.1,310.7,1309,51.1,188,0,0,0,0,0,0
8273,L55452,298.9,310.6,1363,52.6,190,0,0,0,0,0,0
8274,M23133,299.0,310.6,1787,22.2,192,0,0,0,0,0,0
8275,L55454,298.9,310.5,1640,29.2,195,0,0,0,0,0,0
8276,M23135,298.9,310.6,1720,25.3,197,0,0,0,0,0,0
8277,L55456,298.8,310.5,1384,52.8,200,0,0,0,0,0,0
8278,H37691,298.8,310.5,1294,55.8,202,0,0,0,0,0,0
8279,L55458,298.8,310.5,1464,46.4,207,0,0,0,0,0,0
8280,L55459,298.8,310.6,1803,25.4,209,0,0,0,0,0,0
8281,L55460,298.8,310.6,1602,39.1,211,0,0,0,0,0,0
8282,H37695,298.9,310.6,1519,38.8,213,0,0,0,0,0,0
8283,M23142,298.9,310.7,1638,33.6,218,0,0,0,0,0,0
8284,H37697,298.9,310.6,1615,33.0,221,0,0,0,0,0,0
8285,L55464,298.8,310.6,1651,33.3,0,0,0,0,0,0,0
8286,L55465,298.9,310.6,1387,52.7,2,0,0,0,0,0,0
8287,M23146,298.8,310.5,1678,32.8,4,0,0,0,0,0,0
8288,L55467,298.9,310.6,1585,38.1,7,0,0,0,0,0,0
8289,M23148,298.8,310.6,1640,33.8,9,0,0,0,0,0,0
8290,L55469,298.9,310.6,1406,43.8,12,0,0,0,0,0,0
8291,M23150,298.9,310.6,1679,35.8,14,0,0,0,0,0,0
8292,L55471,298.9,310.5,1717,26.9,17,0,0,0,0,0,0
8293,H37706,298.9,310.5,1429,39.9,19,0,0,0,0,0,0
8294,M23153,298.9,310.4,1533,44.4,24,0,0,0,0,0,0
8295,M23154,298.9,310.5,1525,38.5,27,0,0,0,0,0,0
8296,L55475,298.9,310.4,1739,26.3,30,0,0,0,0,0,0
8297,L55476,298.9,310.3,1436,39.0,32,0,0,0,0,0,0
8298,M23157,298.8,310.2,1595,33.1,34,0,0,0,0,0,0
8299,H37712,298.7,310.1,1435,45.6,37,0,0,0,0,0,0
8300,L55479,298.7,310.0,1637,31.8,42,0,0,0,0,0,0
8301,L55480,298.7,310.1,1558,37.6,44,0,0,0,0,0,0
8302,M23161,298.7,310.1,1644,34.1,46,0,0,0,0,0,0
8303,L55482,298.7,310.1,1641,31.1,49,0,0,0,0,0,0
8304,L55483,298.8,310.2,1504,41.0,51,0,0,0,0,0,0
8305,M23164,298.7,310.1,1506,50.7,53,0,0,0,0,0,0
8306,H37719,298.8,310.1,1380,44.0,56,0,0,0,0,0,0
8307,M23166,298.7,310.1,1549,42.5,61,0,0,0,0,0,0
8308,M23167,298.7,310.1,1402,69.7,64,1,0,0,1,0,0
8309,L55488,298.7,310.1,1401,45.3,67,0,0,0,0,0,0
8310,M23169,298.7,310.0,1459,40.2,69,0,0,0,0,0,0
8311,L55490,298.7,309.9,1465,39.7,72,0,0,0,0,0,0
8312,M23171,298.8,310.0,1295,52.7,74,0,0,0,0,0,0
8313,M23172,298.8,310.0,1529,38.5,77,0,0,0,0,0,0
8314,M23173,298.8,310.0,1484,44.9,80,0,0,0,0,0,0
8315,L55494,298.8,309.9,1739,30.6,83,0,0,0,0,0,0
8316,H37729,298.7,309.8,1422,40.7,85,0,0,0,0,0,0
8317,L55496,298.8,309.8,1463,40.0,90,0,0,0,0,0,0
8318,L55497,298.7,309.7,1667,30.4,92,0,0,0,0,0,0
8319,H37732,298.7,309.7,1565,39.3,94,0,0,0,0,0,0
8320,L55499,298.7,309.7,1393,45.7,99,0,0,0,0,0,0
8321,M23180,298.8,309.7,1453,47.7,101,0,0,0,0,0,0
8322,L55501,298.8,309.6,1442,50.0,104,0,0,0,0,0,0
8323,L55502,298.7,309.6,1364,44.9,106,0,0,0,0,0,0
8324,H37737,298.7,309.5,1453,40.4,108,0,0,0,0,0,0
8325,M23184,298.7,309.5,1394,46.0,113,0,0,0,0,0,0
8326,M23185,298.7,309.5,1500,38.8,116,0,0,0,0,0,0
8327,H37740,298.6,309.5,1523,34.2,119,0,0,0,0,0,0
8328,M23187,298.7,309.6,1254,57.1,124,0,0,0,0,0,0
8329,L55508,298.6,309.5,1325,52.2,127,0,0,0,0,0,0
8330,L55509,298.8,309.7,1424,49.6,129,0,0,0,0,0,0
8331,L55510,298.8,309.7,1505,39.0,131,0,0,0,0,0,0
8332,M23191,298.8,309.7,1392,48.7,133,0,0,0,0,0,0
8333,L55512,298.8,309.7,1529,44.0,136,0,0,0,0,0,0
8334,M23193,298.8,309.7,1477,48.5,138,0,0,0,0,0,0
8335,M23194,298.8,309.7,1459,47.3,141,0,0,0,0,0,0
8336,M23195,299.0,309.8,2240,15.9,144,0,0,0,0,0,0
8337,L55516,298.9,309.7,1449,48.8,147,0,0,0,0,0,0
8338,M23197,298.8,309.7,1589,35.3,149,0,0,0,0,0,0
8339,L55518,298.8,309.7,1740,28.5,152,0,0,0,0,0,0
8340,M23199,298.8,309.7,1499,40.3,154,0,0,0,0,0,0
8341,M23200,298.8,309.7,1480,38.1,157,0,0,0,0,0,0
8342,L55521,298.8,309.7,1751,29.6,160,0,0,0,0,0,0
8343,L55522,298.7,309.7,1510,40.6,162,0,0,0,0,0,0
8344,H37757,298.8,309.8,1437,48.2,164,0,0,0,0,0,0
8345,L55524,298.8,309.7,1609,40.4,169,0,0,0,0,0,0
8346,H37759,298.8,309.8,1490,35.9,171,0,0,0,0,0,0
8347,L55526,298.7,309.7,1601,35.7,176,0,0,0,0,0,0
8348,L55527,298.7,309.6,1665,31.1,178,0,0,0,0,0,0
8349,M23208,298.7,309.6,1452,42.7,180,0,0,0,0,0,0
8350,M23209,298.7,309.5,1487,33.6,183,0,0,0,0,0,0
8351,M23210,298.7,309.6,1382,48.1,186,0,0,0,0,0,0
8352,M23211,298.7,309.6,1686,26.2,189,0,0,0,0,0,0
8353,L55532,298.6,309.6,1491,36.9,192,0,0,0,0,0,0
8354,L55533,298.7,309.6,1442,55.6,194,0,0,0,0,0,0
8355,L55534,298.6,309.6,1390,50.3,196,0,0,0,0,0,0
8356,L55535,298.7,309.6,1502,46.7,198,0,0,0,0,0,0
8357,M23216,298.6,309.6,1344,59.4,200,0,0,0,0,0,0
8358,L55537,298.5,309.5,1385,46.3,203,1,1,0,0,0,0
8359,L55538,298.7,309.7,1547,37.4,0,0,0,0,0,0,0
8360,M23219,298.6,309.6,1525,42.4,2,0,0,0,0,0,0
8361,L55540,298.6,309.6,1540,35.8,5,0,0,0,0,0,0
8362,L55541,298.6,309.5,1450,44.3,7,0,0,0,0,0,0
8363,L55542,298.6,309.6,1353,62.5,9,0,0,0,0,0,0
8364,L55543,298.8,309.7,1582,45.0,11,0,0,0,0,0,0
8365,L55544,298.9,309.8,1396,49.0,13,0,0,0,0,0,0
8366,M23225,298.8,309.8,1551,36.6,15,0,0,0,0,0,0
8367,M23226,298.9,309.8,1836,22.8,18,0,0,0,0,0,0
8368,L55547,298.9,309.8,1390,49.9,21,0,0,0,0,0,0
8369,L55548,298.9,309.8,1534,42.1,23,0,0,0,0,0,0
8370,L55549,298.8,309.7,1953,20.6,25,0,0,0,0,0,0
8371,L55550,298.8,309.8,1634,33.6,27,0,0,0,0,0,0
8372,L55551,298.7,309.7,1881,21.7,29,0,0,0,0,0,0
8373,M23232,298.8,309.7,1448,44.8,31,0,0,0,0,0,0
8374,M23233,298.7,309.7,1362,50.5,34,0,0,0,0,0,0
8375,L55554,298.8,309.7,1225,63.4,37,0,0,0,0,0,0
8376,M23235,298.8,309.6,1384,48.2,39,0,0,0,0,0,0
8377,L55556,298.8,309.8,1334,49.3,42,0,0,0,0,0,0
8378,L55557,298.8,309.7,1336,50.3,44,0,0,0,0,0,0
8379,M23238,298.8,309.9,1331,61.6,46,0,0,0,0,0,0
8380,L55559,298.8,309.9,1629,31.9,49,0,0,0,0,0,0
8381,L55560,298.9,310.0,1776,25.7,51,0,0,0,0,0,0
8382,H37795,298.8,310.0,1530,38.3,53,0,0,0,0,0,0
8383,L55562,298.9,310.0,1719,27.3,58,0,0,0,0,0,0
8384,M23243,298.8,309.9,1495,35.2,60,0,0,0,0,0,0
8385,L55564,298.8,309.7,1450,43.1,63,0,0,0,0,0,0
8386,H37799,298.8,309.8,1563,38.8,65,0,0,0,0,0,0
8387,M23246,298.9,309.9,1501,37.1,70,0,0,0,0,0,0
8388,L55567,298.8,309.9,1351,47.2,73,0,0,0,0,0,0
8389,L55568,298.9,309.9,1365,46.5,75,0,0,0,0,0,0
8390,L55569,298.8,309.9,1525,39.7,77,0,0,0,0,0,0
8391,M23250,298.8,309.8,1288,61.9,79,0,0,0,0,0,0
8392,L55571,298.6,309.6,1423,42.7,82,0,0,0,0,0,0
8393,M23252,298.5,309.6,1502,39.4,84,0,0,0,0,0,0
8394,L55573,298.5,309.5,1428,43.5,87,0,0,0,0,0,0
8395,M23254,298.6,309.5,1566,38.1,89,0,0,0,0,0,0
8396,M23255,298.5,309.5,1483,44.8,92,0,0,0,0,0,0
8397,H37810,298.6,309.6,1593,33.3,95,0,0,0,0,0,0
8398,L55577,298.5,309.6,1724,26.4,100,0,0,0,0,0,0
8399,L55578,298.5,309.7,2617,12.1,102,1,0,0,1,0,0
8400,L55579,298.6,309.7,1294,59.4,104,0,0,0,0,0,0
8401,L55580,298.6,309.6,1533,40.7,106,0,0,0,0,0,0
8402,H37815,298.5,309.4,1671,31.8,108,0,0,0,0,0,0
8403,L55582,298.5,309.5,1370,52.4,113,0,0,0,0,0,0
8404,L55583,298.5,309.6,1462,45.1,115,0,0,0,0,0,0
8405,L55584,298.4,309.5,1545,36.6,117,0,0,0,0,0,0
8406,M23265,298.4,309.5,1484,41.7,119,0,0,0,0,0,0
8407,M23266,298.4,309.5,1344,45.3,122,0,0,0,0,0,0
8408,L55587,298.4,309.5,1357,50.1,125,0,0,0,0,0,0
8409,M23268,298.5,309.6,1572,33.0,127,0,0,0,0,0,0
8410,L55589,298.5,309.6,1861,26.9,130,0,0,0,0,0,0
8411,L55590,298.5,309.5,1548,44.5,132,0,0,0,0,0,0
8412,L55591,298.6,309.8,1496,37.7,134,0,0,0,0,0,0
8413,M23272,298.6,309.7,1314,49.7,136,0,0,0,0,0,0
8414,M23273,298.6,309.7,1422,49.7,139,0,0,0,0,0,0
8415,L55594,298.6,309.8,1842,20.1,142,0,0,0,0,0,0
8416,M23275,298.7,309.9,1434,53.0,144,0,0,0,0,0,0
8417,M23276,298.8,310.1,1585,31.3,147,0,0,0,0,0,0
8418,H37831,298.8,310.1,1704,30.7,150,0,0,0,0,0,0
8419,L55598,298.9,310.2,1971,23.2,155,0,0,0,0,0,0
8420,L55599,299.0,310.3,1431,39.9,157,0,0,0,0,0,0
8421,L55600,298.9,310.4,1546,37.7,159,0,0,0,0,0,0
8422,L55601,298.9,310.3,1496,36.3,161,0,0,0,0,0,0
8423,H37836,298.9,310.3,1243,63.0,163,0,0,0,0,0,0
8424,L55603,299.0,310.4,1452,46.2,168,0,0,0,0,0,0
8425,L55604,299.1,310.6,1380,44.7,170,0,0,0,0,0,0
8426,L55605,299.2,310.6,1567,38.4,172,0,0,0,0,0,0
8427,L55606,299.1,310.5,1628,35.9,174,0,0,0,0,0,0
8428,L55607,299.1,310.4,1505,46.1,176,0,0,0,0,0,0
8429,M23288,299.0,310.3,1827,28.0,178,0,0,0,0,0,0
8430,L55609,299.0,310.3,1577,40.0,181,0,0,0,0,0,0
8431,L55610,298.9,310.2,1304,57.2,183,0,0,0,0,0,0
8432,H37845,298.9,310.1,1324,54.6,185,0,0,0,0,0,0
8433,L55612,298.8,310.0,1537,39.9,190,0,0,0,0,0,0
8434,M23293,298.8,310.1,1501,48.7,192,0,0,0,0,0,0
8435,M23294,298.7,309.9,1654,29.1,195,0,0,0,0,0,0
8436,M23295,298.7,310.0,1519,38.1,198,0,0,0,0,0,0
8437,L55616,298.7,309.9,1371,51.3,201,0,0,0,0,0,0
8438,L55617,298.7,309.8,1181,65.9,203,1,0,0,0,1,0
8439,L55618,298.6,309.8,1469,42.8,205,0,0,0,0,0,0
8440,L55619,298.6,309.8,1637,34.6,207,0,0,0,0,0,0
8441,L55620,298.6,309.8,1370,56.0,0,0,0,0,0,0,0
8442,L55621,298.6,309.9,1630,30.6,2,0,0,0,0,0,0
8443,L55622,298.6,310.0,1517,39.0,4,0,0,0,0,0,0
8444,M23303,298.6,309.9,1668,32.3,6,0,0,0,0,0,0
8445,M23304,298.6,309.9,1818,24.9,9,0,0,0,0,0,0
8446,M23305,298.6,310.0,1541,36.9,12,0,0,0,0,0,0
8447,L55626,298.5,309.9,1482,42.1,15,0,0,0,0,0,0
8448,L55627,298.6,310.1,1439,49.9,17,0,0,0,0,0,0
8449,L55628,298.5,310.0,1492,41.2,19,0,0,0,0,0,0
8450,L55629,298.4,309.9,1725,27.8,21,0,0,0,0,0,0
8451,L55630,298.4,310.0,1559,44.2,23,0,0,0,0,0,0
8452,L55631,298.5,310.0,1435,42.5,25,0,0,0,0,0,0
8453,M23312,298.6,310.0,1512,37.5,27,0,0,0,0,0,0
8454,L55633,298.6,309.9,1564,37.1,30,0,0,0,0,0,0
8455,L55634,298.6,310.0,1522,40.3,32,0,0,0,0,0,0
8456,L55635,298.6,309.9,1356,59.5,34,0,0,0,0,0,0
8457,L55636,298.6,309.9,1556,38.6,36,0,0,0,0,0,0
8458,L55637,298.6,309.9,1393,45.5,38,0,0,0,0,0,0
8459,L55638,298.7,309.9,1753,26.8,40,0,0,0,0,0,0
8460,L55639,298.7,309.9,1651,29.5,42,0,0,0,0,0,0
8461,L55640,298.7,309.9,1372,54.7,44,0,0,0,0,0,0
8462,L55641,298.7,309.9,1446,43.3,46,0,0,0,0,0,0
8463,M23322,298.7,309.8,1501,44.7,48,0,0,0,0,0,0
8464,M23323,298.7,309.9,1411,45.1,51,0,0,0,0,0,0
8465,H37878,298.6,309.7,1672,27.5,54,0,0,0,0,0,0
8466,M23325,298.7,309.8,1475,40.5,59,0,0,0,0,0,0
8467,L55646,298.7,309.8,1469,38.4,62,0,0,0,0,0,0
8468,L55647,298.6,309.8,1704,28.3,64,0,0,0,0,0,0
8469,H37882,298.6,309.7,1463,39.1,66,0,0,0,0,0,0
8470,M23329,298.6,309.7,1280,64.1,71,0,0,0,0,0,0
8471,L55650,298.7,309.9,1464,38.0,74,0,0,0,0,0,0
8472,L55651,298.6,309.8,1332,46.4,76,0,0,0,0,0,0
8473,L55652,298.5,309.7,1634,37.8,78,0,0,0,0,0,0
8474,M23333,298.6,309.8,1430,43.1,80,0,0,0,0,0,0
8475,M23334,298.5,309.7,1523,44.6,83,0,0,0,0,0,0
8476,M23335,298.5,309.7,1557,37.7,86,0,0,0,0,0,0
8477,L55656,298.5,309.6,1585,32.2,89,0,0,0,0,0,0
8478,H37891,298.5,309.6,1579,33.5,91,0,0,0,0,0,0
8479,M23338,298.5,309.7,1354,60.8,96,0,0,0,0,0,0
8480,L55659,298.6,309.7,1627,33.4,99,0,0,0,0,0,0
8481,L55660,298.4,309.6,1477,35.6,101,0,0,0,0,0,0
8482,M23341,298.3,309.4,1595,29.0,103,0,0,0,0,0,0
8483,L55662,298.4,309.5,1520,38.1,106,0,0,0,0,0,0
8484,L55663,298.3,309.4,1618,31.5,108,0,0,0,0,0,0
8485,L55664,298.4,309.5,1397,50.3,110,0,0,0,0,0,0
8486,L55665,298.4,309.5,1450,47.9,112,0,0,0,0,0,0
8487,M23346,298.5,309.5,1501,40.2,114,0,0,0,0,0,0
8488,L55667,298.4,309.4,1392,50.1,117,0,0,0,0,0,0
8489,L55668,298.4,309.4,1385,43.2,119,0,0,0,0,0,0
8490,L55669,298.4,309.4,1461,46.3,121,0,0,0,0,0,0
8491,M23350,298.5,309.6,1364,58.7,123,0,0,0,0,0,0
8492,L55671,298.5,309.5,1579,38.6,126,0,0,0,0,0,0
8493,M23352,298.4,309.5,1514,38.8,128,0,0,0,0,0,0
8494,M23353,298.3,309.5,1560,36.9,131,0,0,0,0,0,0
8495,L55674,298.3,309.5,1542,36.7,134,0,0,0,0,0,0
8496,L55675,298.3,309.4,1668,27.1,136,0,0,0,0,0,0
8497,M23356,298.3,309.4,1816,22.6,138,0,0,0,0,0,0
8498,M23357,298.3,309.4,1509,34.2,141,0,0,0,0,0,0
8499,L55678,298.4,309.6,1479,37.8,144,0,0,0,0,0,0
8500,L55679,298.4,309.6,1655,30.2,146,0,0,0,0,0,0
8501,L55680,298.3,309.5,1711,30.3,148,0,0,0,0,0,0
8502,L55681,298.4,309.7,1581,34.6,150,0,0,0,0,0,0
8503,H37916,298.6,309.8,1279,55.9,152,0,0,0,0,0,0
8504,L55683,298.5,309.8,1468,40.9,157,0,0,0,0,0,0
8505,L55684,298.4,309.7,1419,41.3,159,0,0,0,0,0,0
8506,L55685,298.4,309.7,1530,38.6,161,0,0,0,0,0,0
8507,L55686,298.4,309.6,1710,27.3,163,1,0,0,0,0,0
8508,L55687,298.4,309.7,1518,39.8,165,0,0,0,0,0,0
8509,M23368,298.4,309.7,1679,33.3,167,0,0,0,0,0,0
8510,M23369,298.4,309.7,1870,22.5,170,0,0,0,0,0,0
8511,L55690,298.3,309.7,1484,44.3,173,0,0,0,0,0,0
8512,L55691,298.4,309.7,1457,44.2,175,0,0,0,0,0,0
8513,H37926,298.3,309.6,1546,36.2,177,0,0,0,0,0,0
8514,M23373,298.2,309.5,1478,36.5,182,0,0,0,0,0,0
8515,L55694,298.2,309.4,1447,47.1,185,0,0,0,0,0,0
8516,L55695,298.2,309.4,1443,45.4,187,0,0,0,0,0,0
8517,L55696,298.3,309.6,1527,30.9,189,0,0,0,0,0,0
8518,M23377,298.3,309.6,1469,54.8,191,0,0,0,0,0,0
8519,M23378,298.3,309.6,1681,27.1,194,0,0,0,0,0,0
8520,L55699,298.3,309.6,1420,44.1,197,0,0,0,0,0,0
8521,M23380,298.3,309.5,1543,49.9,199,0,0,0,0,0,0
8522,L55701,298.4,309.5,1376,50.4,202,0,0,0,0,0,0
8523,H37936,298.3,309.4,1631,29.8,0,0,0,0,0,0,0
8524,H37937,298.3,309.3,1529,41.7,5,0,0,0,0,0,0
8525,L55704,298.3,309.4,1468,46.2,10,0,0,0,0,0,0
8526,L55705,298.3,309.4,1378,52.3,12,0,0,0,0,0,0
8527,L55706,298.3,309.3,1401,51.9,14,0,0,0,0,0,0
8528,L55707,298.4,309.3,1531,37.4,16,0,0,0,0,0,0
8529,L55708,298.4,309.3,1512,35.8,18,0,0,0,0,0,0
8530,M23389,298.5,309.4,1522,47.4,20,0,0,0,0,0,0
8531,M23390,298.5,309.3,1615,31.8,23,0,0,0,0,0,0
8532,L55711,298.6,309.3,1449,46.5,26,0,0,0,0,0,0
8533,L55712,298.6,309.4,1315,55.5,28,0,0,0,0,0,0
8534,M23393,298.6,309.4,1465,41.1,30,0,0,0,0,0,0
8535,M23394,298.6,309.5,1404,43.3,33,0,0,0,0,0,0
8536,L55715,298.6,309.5,1547,44.8,36,0,0,0,0,0,0
8537,M23396,298.6,309.5,1426,45.4,38,0,0,0,0,0,0
8538,L55717,298.6,309.5,1730,30.2,41,0,0,0,0,0,0
8539,L55718,298.5,309.4,1548,37.7,43,0,0,0,0,0,0
8540,L55719,298.5,309.4,1517,40.2,45,0,0,0,0,0,0
8541,L55720,298.6,309.5,1687,29.3,47,0,0,0,0,0,0
8542,L55721,298.5,309.5,1738,25.2,49,0,0,0,0,0,0
